"YEAR","MONTH","UNIQUE_CARRIER","CARRIER","SDOM_GALLONS","NDOM_GALLONS","TDOMT_GALLONS","SDOM_COST","TS_COST","NDOM_COST","TDOMT_COST","TOTAL_COST"
2004,8,"OO","OO",15963117,0,15963117,20447380,20447380,0,20447380,20447380
2004,8,"OW","OW",123479,0,123479,178790,2232091,0,178790,2232091
2004,8,"PCQ","PCQ",0,1027911,1027911,0,0,1443187,1443187,2148661
2004,8,"PN","PN",311119,143074,454193,348453,348453,178843,527296,527296
2004,8,"PO","PO",2295950,1517738,3813688,3398006,20924840,1679905,5077911,25388707
2004,8,"PRQ","PRQ",0,0,0,0,129372,0,0,1254009
2004,8,"QX","QX",4356505,44714,4401219,5755889,5853377,59125,5815014,5912502
2004,8,"RD","RD",5453,-5600,-147,8185,8185,-8406,-221,1156
2004,8,"XE","RU",22365503,0,22365503,14761232,15691402,0,14761232,15691402
2004,8,"SY","SY",1797627,0,1797627,2618403,2753888,0,2618403,2753888
2004,8,"T9","T9",0,1707130,1707130,0,0,2045512,2045512,5206637
2004,8,"TCQ","TCQ",0,27000,27000,0,0,32000,32000,43000
2004,8,"TZ","TZ",18333278,999383,19332661,23451180,24681638,1196335,24647515,31092257
2004,8,"U5","U5",974539,73193,1047732,1504191,2708712,109655,1613846,4563064
2004,8,"U7","U7",0,1092228,1092228,0,0,1485511,1485511,1506625
2004,8,"UA","UA",130855915,350868,131206783,163658879,267217248,438831,164097710,267656079
2004,8,"US","US",60337000,24000,60361000,64829000,87689000,30000,64859000,87719000
2004,8,"WN","WN",104913761,0,104913761,84988989,84988989,0,84988989,84988989
2004,8,"WO","WO",0,184306,184306,0,0,249600,249600,8311998
2004,8,"X9","X9",0,805674,805674,0,0,794803,794803,5555104
2004,8,NA,"XG",0,5396,5396,0,724903,8094,8094,3598482
2004,8,"XJ","XJ",1961757,0,1961757,1638067,1638067,0,1638067,1638067
2004,8,"XP","XP",178600,85071,263671,293207,293207,155251,448458,467048
2004,8,"YV","YV",15790215,0,15790215,19579287,19579287,0,19579287,19579287
2004,8,"YX","YX",5833894,59052,5892946,7482828,7482828,71303,7554131,7554131
2004,8,"ZW","ZW",9153775,0,9153775,13022174,13022174,0,13022174,13022174
2004,9,"16","16",3337929,0,3337929,4878406,4878406,0,4878406,4878406
2004,9,"3Z","3K",0,0,283009,0,634869,0,675285,675285
2004,9,"5X","5X",0,29562000,29562000,0,25874000,43016000,43016000,68890000
2004,9,"5Y","5Y",0,3736458,3736458,0,0,5483813,5483813,44967581
2004,9,"8C","8C",0,4244267,4244267,0,0,5590481,5590481,7378481
2004,9,"9E","9E",9350214,32375,9382589,7293167,7503499,25253,7318420,7529458
2004,9,"9S","9S",0,83104,83104,0,0,130299,130299,179797
2004,9,"AA","AA",154759256,489387,155248643,192275635,290777522,616258,192891893,291770151
2004,9,"ABX","ABX",11373161,792807,12165968,16183990,16183990,940483,17124473,17124473
2004,9,"AJQ","AJQ",0,82403,82403,0,0,123350,123350,123350
2004,9,"AQ","AQ",4662820,0,4662820,6429365,6702141,0,6429365,6702141
2004,9,"AS","AS",26125640,36273,28156480,35202188,38987478,48477,38004645,39080371
2004,9,"AX","AX",4787109,0,4787109,7043324,7043324,0,7043324,7043324
2004,9,"B6","B6",19203992,0,19203992,21864711,21864711,0,21864711,21864711
2004,9,"CO","CO",59256000,172000,59428000,70948000,123158000,216000,71164000,123672000
2004,9,"CS","CS",0,0,0,0,4944000,0,0,4981000
2004,9,"DH","DH",10435598,0,10435598,16151060,16151060,0,16151060,16151060
2004,9,"DL","DL",125662986,718850,126381836,157988281,214032679,904053,158892334,215005847
2004,9,"ER","ER",0,17348,17348,0,0,18751,18751,397986
2004,9,"EV","EV",13621271,0,13621271,17502829,17834001,0,17502829,17834001
2004,9,"EZ","EZ",0,0,0,0,0,0,0,7555323
2004,9,"F8","F8",531597,0,531597,815067,815067,0,815067,815067
2004,9,"F9","F9",11390878,5159,11396037,14903918,14903918,8133,14912051,14912051
2004,9,"FCQ","FCQ",0,46121,46121,0,0,70818,70818,505845
2004,9,"FE","FE",0,81153,81153,0,0,108829,108829,108829
2004,9,"FL","FL",15847647,0,15847647,18081033,18139833,0,18081033,18139833
2004,9,"FX","FX",63114805,1813514,64928319,81523000,115695000,2328000,83851000,120333000
2004,9,"G4","G4",1018790,365466,1384256,1522101,1522101,584248,2106349,2352702
2004,9,"GL","GL",0,365408,365408,0,0,606607,606607,1125640
2004,9,"GR","GR",268264,93627,361891,361834,5424397,126284,488118,9543002
2004,9,"HA","HA",7472327,55716,7528043,9858968,11044975,77477,9936445,11122452
2004,9,"HP","HP",35491076,34367,35525443,46328892,47407834,45073,46373965,47452907
2004,9,"JW","JW",178558,80480,259038,251024,5208962,124530,375554,5612289
2004,9,"KAQ","KAQ",0,4155958,4155958,0,936365,5671979,5671979,13524380
2004,9,"KR","KR",0,2912037,2912037,0,0,4305738,4305738,4321031
2004,9,"L2","L2",0,55327,205674,0,190461,51758,316494,791578
2004,9,"M6","M6",0,106882,106882,0,2658496,164545,164545,2915499
2004,9,"MG","MG",0,1373637,1373637,0,0,2038139,2038139,2481767
2004,9,"MQ","MQ",19992101,0,19992101,27344498,27344498,0,27344498,27344498
2004,9,"NC","NC",0,8825,498800,0,789317,13174,876224,876224
2004,9,"NK","NK",6741417,0,6741417,9867177,9867177,0,9867177,9867177
2004,9,"NW","NW",78018815,167083,78185898,104008117,190556408,250625,104258742,190807033
2004,9,"OH","OH",18881060,248821,19129881,25003089,25212889,329499,25332588,25542388
2004,9,"OO","OO",15619841,0,15619841,31796894,31796894,0,31796894,31796894
2004,9,"OW","OW",90280,0,90280,137878,1721323,0,137878,1721323
2004,9,"PCQ","PCQ",0,815689,815689,0,0,1206404,1206404,1695921
2004,9,"PN","PN",320552,179030,499582,359018,359018,223788,582806,582806
2004,9,"PO","PO",2535132,148032,2683164,4030860,24560262,235371,4266231,27286868
2004,9,"QX","QX",3970502,40861,4011363,5389579,5499191,55547,5445126,5554738
2004,9,"RD","RD",0,-140,-140,0,0,-221,-221,1156
2004,9,"XE","RU",19637724,0,19637724,12960898,13793177,0,12960898,13793177
2004,9,"SY","SY",1542311,0,1542311,2336625,2380307,0,2336625,2380307
2004,9,"T9","T9",0,1095335,1095335,0,0,1602431,1602431,3361311
2004,9,"TCQ","TCQ",0,22000,22000,0,0,26000,26000,36000
2004,9,"TZ","TZ",14439637,1056003,15495640,19373783,19837056,1307182,20680965,26965658
2004,9,"U5","U5",990739,65460,1056199,1509724,2233356,98690,1608414,3012145
2004,9,"U7","U7",0,1192913,1192913,0,0,1728292,1728292,1752969
2004,9,"UA","UA",114198212,294177,114492389,152068317,249807839,391726,152460043,250199565
2004,9,"US","US",53680000,18000,53698000,58202000,82171000,20000,58222000,82191000
2004,9,"WN","WN",96757574,0,96757574,77432751,77432751,0,77432751,77432751
2004,9,"WO","WO",0,287509,287509,0,0,413694,413694,7901930
2004,9,"X9","X9",0,818439,818439,0,0,749341,749341,3757136
2004,9,NA,"XG",0,330909,330909,0,1153182,612182,612182,4207075
2004,9,"XJ","XJ",1843720,0,1843720,1539506,1539506,0,1539506,1539506
2004,9,"XP","XP",192846,171419,364265,323783,323783,299562,623345,657150
2004,9,"YV","YV",14184121,0,14184121,18163624,18163624,0,18163624,18163624
2004,9,"YX","YX",5360079,70554,5430633,7183664,7183664,93371,7277035,7277035
2004,9,"ZW","ZW",8569935,0,8569935,13676448,13676448,0,13676448,13676448
2004,10,"16","16",3967676,0,3967676,6595558,6595558,0,6595558,6595558
2004,10,"3Z","3K",0,0,270752,0,639939,0,675968,675968
2004,10,"5X","5X",0,29413000,29413000,0,27906000,46816000,46816000,74722000
2004,10,"5Y","5Y",0,4686857,4686857,0,0,7453224,7453224,56851776
2004,10,"8C","8C",0,4226569,4226569,0,0,6466339,6466339,8230107
2004,10,"9E","9E",10279183,36670,10315853,8017763,8262827,28603,8046366,8291430
2004,10,"9S","9S",0,51218,122672,0,0,94582,215752,670977
2004,10,"AA","AA",167278422,374644,167653066,246444157,358108465,541105,246985262,358832333
2004,10,"ABX","ABX",11502758,111497,11614255,18613708,18613708,1358385,19972093,19972093
2004,10,"AJQ","AJQ",0,88763,88763,0,0,141808,141808,141808
2004,10,"AQ","AQ",4735310,0,4735310,7561335,7867638,0,7561335,7867638
2004,10,"AS","AS",25901449,29927,27861786,40758930,45167740,47179,43779907,45253787
2004,10,"AX","AX",5421187,0,5421187,8816220,8816220,0,8816220,8816220
2004,10,"B6","B6",21346096,0,21346096,28219904,28219904,0,28219904,28219904
2004,10,"CO","CO",63769000,110000,63879000,82746000,154776000,156000,82902000,154932000
2004,10,"CS","CS",0,0,0,0,5013000,0,0,5044000
2004,10,"DH","DH",10881143,8725,10889868,19176808,19226865,15356,19192164,19242221
2004,10,"DL","DL",135426211,624460,136050671,196586287,261167523,906474,197492761,262073997
2004,10,"ER","ER",0,34963,34963,0,0,42384,42384,495889
2004,10,"EV","EV",14471304,6604,14477908,22526988,23131117,10280,22537268,23141397
2004,10,"EZ","EZ",0,0,0,0,0,0,0,11191920
2004,10,"F8","F8",221298,0,221298,387801,387801,0,387801,387801
2004,10,"F9","F9",12042807,19334,12062141,18733929,18733929,31311,18765240,18765240
2004,10,"FCQ","FCQ",0,27401,27401,0,0,50295,50295,359250
2004,10,"FE","FE",115690,0,115690,182382,182382,0,182382,182382
2004,10,"FL","FL",17843219,0,17843219,25190547,25253694,0,25190547,25253694
2004,10,"FX","FX",67520546,1646729,69167275,97265000,134924000,2297000,99562000,139546000
2004,10,"G4","G4",1212407,367633,1580040,2101883,2101883,681860,2783743,3169006
2004,10,"GL","GL",0,528018,528018,0,0,974795,974795,1608944
2004,10,"GR","GR",310095,146188,456283,447684,5691908,211052,658736,10493625
2004,10,"HA","HA",7496977,107038,7604015,10992928,12431515,160373,11153301,12591888
2004,10,"HP","HP",37292135,27640,37319775,53743841,55081550,39463,53783304,55121013
2004,10,"JW","JW",107859,55795,163654,177535,5695364,95328,272863,5901981
2004,10,"KAQ","KAQ",0,4241130,4241130,0,913033,6728079,6728079,14397137
2004,10,"KR","KR",0,3056481,3056481,0,0,5188682,5188682,5192817
2004,10,"L2","L2",0,40573,185864,0,231358,46959,316086,816489
2004,10,"M6","M6",0,25356,25356,0,3488878,44457,44457,3695305
2004,10,"MG","MG",0,1860572,1860572,0,0,3302556,3302556,4204458
2004,10,"MQ","MQ",21235546,0,21235546,34704573,34704573,0,34704573,34704573
2004,10,"NC","NC",0,17795,474827,0,383182,31141,465302,465302
2004,10,"NK","NK",7598537,0,7598537,12719702,12719702,0,12719702,12719702
2004,10,"NW","NW",85831468,245794,86077262,121739484,211584611,368691,122108175,212284052
2004,10,"OH","OH",19848800,175627,20024427,30474236,30774092,269643,30743879,31043735
2004,10,"OO","OO",16307276,0,16307276,27883391,27883391,0,27883391,27883391
2004,10,"OW","OW",88574,0,88574,155996,2157617,0,155996,2157617
2004,10,"PCQ","PCQ",0,783319,783319,0,0,1406057,1406057,2110255
2004,10,"PN","PN",364194,216657,580851,407897,407897,270821,678718,678718
2004,10,"PO","PO",2652874,547844,3200718,4669058,29318816,381103,5050161,31010266
2004,10,"PRQ","PRQ",0,16539,16539,0,101776,25287,25287,1616270
2004,10,"QX","QX",4038060,41473,4079533,6483185,6594748,66614,6549799,6661362
2004,10,"RD","RD",0,0,0,0,0,0,0,9498
2004,10,"XE","RU",21538525,0,21538525,14215427,15088494,0,14215427,15088494
2004,10,"SY","SY",1582580,0,1582580,2773616,2912042,0,2773616,2912042
2004,10,"T9","T9",0,1481793,1481793,0,0,2461402,2461402,4423381
2004,10,"TCQ","TCQ",0,14000,14000,0,0,19000,19000,25000
2004,10,"TZ","TZ",16537951,1253075,17791026,25964453,26901729,1796737,27761190,33897897
2004,10,"U5","U5",1139343,84039,1223382,2001305,3042294,137276,2138581,3910497
2004,10,"U7","U7",0,1084377,1084377,0,0,1802506,1802506,1838302
2004,10,"UA","UA",120094750,345627,120440377,164407240,275417472,473163,164880403,275890635
2004,10,"US","US",60976000,47000,61023000,78257000,99274000,64000,78321000,99338000
2004,10,"WN","WN",104253416,0,104253416,88833039,88833039,0,88833039,88833039
2004,10,"WO","WO",0,290701,290701,0,0,504156,504156,7457593
2004,10,"X9","X9",0,912765,912765,0,0,1011887,1011887,4509638
2004,10,NA,"XG",0,431725,431725,0,884478,820278,820278,3562199
2004,10,"XJ","XJ",1939671,0,1939671,1619625,1619625,0,1619625,1619625
2004,10,"XP","XP",215762,95413,311175,418589,418589,190554,609143,650802
2004,10,"YV","YV",15116671,0,15116671,21416261,21416261,0,21416261,21416261
2004,10,"YX","YX",5359432,129203,5488635,8355030,8355030,221857,8576887,8576887
2004,10,"ZW","ZW",9327325,0,9327325,15750078,15750078,0,15750078,15750078
2004,11,"16","16",3980254,0,3980254,6158066,6158066,0,6158066,6158066
2004,11,"3Z","3K",0,0,243791,0,606331,0,623813,623813
2004,11,"5X","5X",0,30300000,30316000,0,28936000,42770000,42793000,71729000
2004,11,"5Y","5Y",0,4120610,4120610,0,0,6874889,6874889,64164299
2004,11,"8C","8C",0,4136005,4136005,0,0,6016681,6016681,8394693
2004,11,"9E","9E",10001139,42119,10043258,7800889,8009925,32853,7833742,8043016
2004,11,"AA","AA",162968912,296522,163265434,233205603,344272353,423260,233628863,344880594
2004,11,"ABX","ABX",11720422,1010835,12731257,19615982,19615982,1214240,20830222,20830222
2004,11,"AJQ","AJQ",0,75315,75315,0,0,123218,123218,123218
2004,11,"AQ","AQ",4947638,0,4947638,7632973,7936970,0,7632973,7936970
2004,11,"AS","AS",25111067,5431,26994956,38019815,43206740,8158,40911292,43247735
2004,11,"AX","AX",5249300,0,5249300,8101982,8101982,0,8101982,8101982
2004,11,"B6","B6",20909834,0,20909834,26055195,26055195,0,26055195,26055195
2004,11,"CO","CO",63442000,49000,63491000,86052000,141400000,72000,86124000,141588000
2004,11,"CS","CS",0,0,0,0,5567000,0,0,5583000
2004,11,"DH","DH",8807764,2911,8810675,14916425,14918152,5469,14921894,14923621
2004,11,"DL","DL",131453619,380734,131834353,182950169,239856394,529885,183480054,240478557
2004,11,"ER","ER",0,25052,25052,0,0,59970,59970,1057832
2004,11,"EV","EV",14267360,16256,14283616,20517219,21169209,23377,20540596,21192586
2004,11,"EZ","EZ",0,0,0,0,0,0,0,11346734
2004,11,"F9","F9",11659523,5571,11665094,16520907,16520907,9659,16530566,16530566
2004,11,"FCQ","FCQ",0,11427,11427,0,0,20974,20974,149811
2004,11,"FE","FE",0,39865,39865,0,0,80138,80138,120455
2004,11,"FL","FL",18211860,0,18211860,24282865,24339811,0,24282865,24339811
2004,11,"FX","FX",62580046,2005365,64587772,93453000,133231000,3060000,96515000,138534000
2004,11,"G4","G4",1164686,441344,1606030,1928663,1928663,775985,2704648,3079922
2004,11,"GL","GL",0,418498,418498,0,0,750589,750589,1221554
2004,11,"GR","GR",278029,61358,339387,445653,6106976,98351,544004,10389547
2004,11,"HA","HA",7611265,176045,7787310,11604642,13047888,266144,11870786,13314032
2004,11,"HP","HP",35234352,27160,35261512,53566332,55542782,41568,53607900,55584350
2004,11,"JW","JW",96577,0,96577,143986,5022418,0,143986,5164242
2004,11,"KAQ","KAQ",0,5001412,5001412,0,769184,8143898,8143898,17092018
2004,11,"KR","KR",0,2235006,2235006,0,0,3691112,3691112,3691112
2004,11,"L2","L2",0,19207,144332,0,192121,27858,258000,1043017
2004,11,"M6","M6",0,15714,15714,0,3225324,25976,25976,3403113
2004,11,"MG","MG",0,1654330,1654330,0,0,2844119,2844119,3818274
2004,11,"MQ","MQ",20165592,0,20165592,29580250,29580250,0,29580250,29580250
2004,11,"NC","NC",0,14956,415823,0,705800,32747,800924,800924
2004,11,"NK","NK",8698509,0,8698509,13734169,13734169,0,13734169,13734169
2004,11,"NW","NW",81820274,93310,81913584,112834955,200929057,130634,112965589,201059691
2004,11,"OH","OH",19026701,168864,19195565,27313487,27485520,242411,27555898,27727931
2004,11,"OO","OO",15641100,0,15641100,27475376,27475376,0,27475376,27475376
2004,11,"OW","OW",94394,0,94394,155501,2150778,0,155501,2150778
2004,11,"PCQ","PCQ",0,812622,812622,0,0,1379020,1379020,1883117
2004,11,"PN","PN",57000,105433,162433,63840,63840,131791,195631,195631
2004,11,"PO","PO",1645854,2192778,3838632,2699201,22618392,330573,3029774,29121137
2004,11,"PRQ","PRQ",0,66762,66762,0,53417,101920,101920,1499667
2004,11,"QX","QX",3924497,40579,3965076,6031007,6186424,62489,6093496,6248913
2004,11,"RD","RD",0,0,0,0,0,0,0,152510
2004,11,"XE","RU",20654007,0,20654007,13631645,14581189,0,13631645,14581189
2004,11,"SY","SY",1966070,0,1966070,3240446,3402955,0,3240446,3402955
2004,11,"T9","T9",0,1153068,1153068,0,0,1810105,1810105,3605521
2004,11,"TCQ","TCQ",0,39000,39000,0,0,63000,63000,85000
2004,11,"TZ","TZ",14401491,1089353,15490844,21056518,21792768,1625362,22681880,29498665
2004,11,"U5","U5",1232362,48410,1280772,2042107,3208533,80635,2122742,4308024
2004,11,"U7","U7",0,893889,893889,0,0,1324118,1324118,1353870
2004,11,"UA","UA",104063689,201923,104265612,151267501,268087676,293515,151561016,268457634
2004,11,"US","US",58426000,19000,58445000,74990000,93953000,26000,75016000,93979000
2004,11,"WN","WN",100196024,0,100196024,90314263,90314263,0,90314263,90314263
2004,11,"WO","WO",0,207625,207625,0,0,283004,283004,7867685
2004,11,"X9","X9",0,852940,852940,0,0,776748,776748,5394422
2004,11,NA,"XG",239012,387649,647124,466073,1425107,672967,1178943,3840787
2004,11,"XJ","XJ",1845709,0,1845709,1541167,1541167,0,1541167,1541167
2004,11,"XP","XP",220437,71251,291688,401649,401649,156645,558294,720787
2004,11,"YV","YV",14652836,0,14652836,20165043,20165043,0,20165043,20165043
2004,11,"YX","YX",4953663,55761,5009424,7345513,7345513,81128,7426641,7426641
2004,11,"ZW","ZW",8656921,0,8656921,15506833,15506833,0,15506833,15506833
2004,12,"16","16",4019833,0,4019833,5809328,5809328,0,5809328,5809328
2004,12,"3Z","3K",0,0,235389,0,543589,0,561868,561868
2004,12,"5X","5X",0,38378000,38388000,0,24642000,50645000,50658000,75300000
2004,12,"5Y","5Y",0,4742422,4742422,0,0,7488640,7488640,54456496
2004,12,"8C","8C",0,4167113,4167113,0,0,5501051,5501051,7830566
2004,12,"9E","9E",10139237,73692,10212929,7908605,8109107,57480,7966085,8168612
2004,12,"AA","AA",170720756,460648,171181404,224016798,336111757,609365,224626163,337299930
2004,12,"ABX","ABX",14239913,1113366,15353279,21318136,21318136,1265925,22584061,22584061
2004,12,"AJQ","AJQ",0,50533,50533,0,0,74401,74401,74401
2004,12,"AQ","AQ",5006170,0,5006170,7066437,7350262,0,7066437,7350262
2004,12,"AS","AS",26342780,8235,28185800,35761005,40760926,10920,38357526,40805420
2004,12,"AX","AX",5484820,0,5484820,7905135,7905135,0,7905135,7905135
2004,12,"B6","B6",22270562,0,22270562,25916662,25916662,0,25916662,25916662
2004,12,"CO","CO",65454000,21000,65475000,84205000,141395000,27000,84232000,141686000
2004,12,"CS","CS",0,0,0,0,6377000,0,0,6501000
2004,12,"DH","DH",9259652,1663,9261315,13960629,13960629,3106,13963735,13963735
2004,12,"DL","DL",130927002,495504,131422506,176080708,235591817,666392,176747100,236436093
2004,12,"ER","ER",0,34430,34430,0,0,70085,70085,801359
2004,12,"EV","EV",14742970,15240,14758210,19887973,20535200,20558,19908531,20555758
2004,12,"EZ","EZ",0,0,0,0,0,0,0,9587499
2004,12,"F9","F9",12724783,3582,12728365,16925420,16925420,5671,16931091,16931091
2004,12,"FCQ","FCQ",0,12643,12643,0,0,19413,19413,138666
2004,12,"FE","FE",0,51555,51555,0,0,34976,34976,34976
2004,12,"FL","FL",19500051,0,19500051,25957357,26004741,0,25957357,26004741
2004,12,"FX","FX",77313425,2591119,79919496,104352000,142253000,3551000,107925000,148065000
2004,12,"G4","G4",1264343,228972,1493315,1895563,1895563,373270,2268833,2649750
2004,12,"GL","GL",0,446869,446869,0,0,745498,745498,1332424
2004,12,"GR","GR",134809,83662,218471,216422,4974847,134311,350733,8842653
2004,12,"HA","HA",8047586,366500,8414086,11543269,12853882,512042,12055311,13365924
2004,12,"HP","HP",36430739,22825,36453564,51739580,53603509,31550,51771130,53652477
2004,12,"JW","JW",137101,9630,146731,189220,5093276,14321,203541,5267956
2004,12,"KAQ","KAQ",0,2378823,2378823,0,1063232,3544407,3544407,10822238
2004,12,"KR","KR",0,2723810,2723810,0,0,3992561,3992561,3995415
2004,12,"L2","L2",0,37313,204474,0,181827,35186,312698,870178
2004,12,"M6","M6",0,0,0,0,3627653,0,0,3732373
2004,12,"MG","MG",0,1570869,1570869,0,0,2551311,2551311,3517541
2004,12,"MQ","MQ",21122039,0,21122039,30344296,30344296,0,30344296,30344296
2004,12,"NC","NC",0,23368,457083,0,661507,43337,792583,792583
2004,12,"NK","NK",9875047,0,9875047,14102715,14102715,0,14102715,14102715
2004,12,"NW","NW",87505944,87401,87593345,114932913,202977364,122362,115055275,203099726
2004,12,"OH","OH",17085279,233263,17318542,22886763,23029587,312470,23199233,23342057
2004,12,"OO","OO",16258794,0,16258794,26313602,26313602,0,26313602,26313602
2004,12,"OW","OW",100877,0,100877,158446,2191501,0,158446,2191501
2004,12,"PCQ","PCQ",0,978849,978849,0,0,1568116,1568116,1917020
2004,12,"PO","PO",1389881,2271986,3661867,2279405,19624656,3438746,5718151,28867307
2004,12,"PRQ","PRQ",0,98535,98535,0,108820,137189,137189,1511773
2004,12,"QX","QX",4100638,42523,4143161,5586185,5752142,58102,5644287,5810244
2004,12,"RD","RD",0,0,0,0,0,0,0,310933
2004,12,"XE","RU",21762950,0,21762950,14363547,15479711,0,14363547,15479711
2004,12,"SY","SY",2380750,109088,2489838,3598488,4003291,178008,3776496,4181299
2004,12,"T9","T9",0,1205868,1205868,0,0,1725668,1725668,4038623
2004,12,"TCQ","TCQ",0,784472,784472,0,0,1255155,1255155,1793079
2004,12,"TZ","TZ",15227377,1087220,16314597,20103739,21017160,1493602,21597341,28075350
2004,12,"U5","U5",1635232,22450,1657682,2563970,2563970,34646,2598616,3785196
2004,12,"U7","U7",0,698724,698724,0,0,961304,961304,983495
2004,12,"UA","UA",108631598,121106,108752704,141976280,255410186,158286,142134566,255568472
2004,12,"US","US",59147000,64000,59211000,67611000,85564000,78000,67689000,85642000
2004,12,"WN","WN",104874167,0,104874167,97481268,97481268,0,97481268,97481268
2004,12,"WO","WO",0,175913,175913,0,0,256940,256940,9348778
2004,12,"X9","X9",0,950061,950061,0,0,1391135,1391135,6898458
2004,12,NA,"XG",285630,307409,593039,514133,1755602,538857,1052990,4851109
2004,12,"XJ","XJ",1891383,0,1891383,1579305,1579305,0,1579305,1579305
2004,12,"XP","XP",227607,89286,316893,380586,380586,171812,552398,642339
2004,12,"YV","YV",15433892,0,15433892,20121399,20121399,0,20121399,20121399
2004,12,"YX","YX",5554772,51652,5606424,7557763,7557763,73171,7630934,7630934
2004,12,"ZW","ZW",11647558,0,11647558,13354733,13354733,0,13354733,13354733
2001,1,"3Z","3K",0,0,218576,0,390532,0,398092,398092
2001,1,"5X","5X",0,28834000,28834000,0,12060000,25200000,25200000,37778000
2001,1,"5Y","5Y",457738,281655,739393,384500,3831700,236590,621090,4825030
2001,1,"8C","8C",0,4862270,4862270,0,0,5016612,5016612,6335976
2001,1,"AX","9N",2001469,0,2001469,1932743,1932743,0,1932743,1932743
2001,1,"AA","AA",176022771,372905,176395676,143002500,214226468,339752,143342252,214668546
2001,1,"AQ","AQ",3740421,18231,3758652,3543736,3611980,16604,3560340,3654917
2001,1,"AS","AS",22252008,24264,24208410,19100399,22467127,20629,20941297,22504621
2001,1,"B6","B6",3170853,0,3170853,2818888,2818888,0,2818888,2818888
2001,1,"CO","CO",81907000,77000,81984000,72217000,108278000,116000,72333000,108394000
2001,1,"CS","CS",0,0,0,0,4624000,0,0,4624000
2001,1,"DL","DL",170493230,105869,170700027,127196039,163213126,78906,127376075,163299296
2001,1,"ER","ER",5531829,273906,5805735,4926777,7216292,245776,5172553,7572833
2001,1,"EV","EV",7160895,12913,7173808,6230618,6230618,11235,6241853,6241853
2001,1,"EZ","EZ",0,1079192,1079192,0,2122438,1121682,1121682,4524424
2001,1,"F9","F9",5812323,10677,5823000,5493894,5493894,8914,5502808,5502808
2001,1,"FCQ","FCQ",0,36340,36340,0,0,47242,47242,215475
2001,1,"FL","FL",12392324,0,12392324,13577291,13609984,0,13577291,13609984
2001,1,"FX","FX",47080245,1821878,48902123,40816000,60466000,1610000,42426000,63178000
2001,1,"GR","GR",507030,2024314,2531344,454500,2166594,1790956,2245456,6515384
2001,1,"HA","HA",8927059,1310767,10237826,7623882,8112209,1119752,8743634,10162382
2001,1,"HP","HP",36227335,25789,36253124,33575508,34674703,23943,33599451,34698646
2001,1,"JI (1)","JI",4752806,0,4752806,4229212,4229212,0,4229212,4229212
2001,1,"JKQ","JKQ",0,43000,43000,0,0,43000,43000,43000
2001,1,"JW","JW",556957,70458,627415,556422,3323118,74321,630743,3479937
2001,1,"KR","KR",0,6100153,6100153,0,0,7564190,7564190,7665099
2001,1,"L2","L2",0,0,138329,0,99467,0,126997,641534
2001,1,"M6","M6",0,21134,21134,0,1345819,19714,19714,1423272
2001,1,"MG","MG",0,2311390,2311390,0,0,1767948,1767948,2731859
2001,1,"GL","MMQ",0,909089,909089,0,0,1027271,1027271,2361241
2001,1,"MQ","MQ",12361577,0,12361577,11385182,11385182,0,11385182,11385182
2001,1,"N7","N7",5718080,0,5718080,4897408,4897408,0,4897408,4897408
2001,1,"NC","NC",0,0,455910,0,659590,0,700481,700481
2001,1,"NJ","NJ",2796895,0,2796895,2929016,2929016,0,2929016,2929016
2001,1,"NK","NK",6082662,0,6082662,6265412,6265412,0,6265412,6265412
2001,1,"NW","NW",99487540,533936,100021476,91226763,154875400,483144,91709907,155358544
2001,1,"OW","OW",191533,0,191533,189645,1248832,0,189645,1248832
2001,1,"PO","PO",0,17930,17930,0,6266277,18449,18449,6967094
2001,1,"PRQ","PRQ",0,0,0,0,20933,0,0,1175078
2001,1,"QX","QX",5173434,54603,5228037,5338054,5548022,56041,5394095,5604063
2001,1,"RLQ","RLQ",0,70083,70083,0,0,102183,102183,102183
2001,1,"XE","RU",11312000,0,11312000,10302000,10637000,0,10302000,10637000
2001,1,"RV","RV",0,0,116526,0,0,0,115622,115622
2001,1,"RD","RYQ",0,524735,524735,0,0,714534,714534,2118709
2001,1,"SY","SY",4702908,255558,4958466,3714883,4796181,204022,3918905,5376825
2001,1,"T9","T9",0,147757,147757,0,0,155144,155144,734174
2001,1,"TNQ","TNQ",0,16039426,16039426,0,0,14680222,14680222,16008744
2001,1,"TW","TW",49183514,94240,49277754,44062618,47224366,84219,44146837,47308585
2001,1,"TZ","TZ",14842355,2895781,17738136,13258985,13385386,2685144,15944129,19563856
2001,1,"U7","U7",0,823399,823399,0,0,912505,912505,934005
2001,1,"UA","UA",151435278,157777,151593055,122754905,206533655,127894,122882799,206676144
2001,1,"US","US",93545000,53000,93598000,84485000,98187000,50000,84535000,98237000
2001,1,"WN","WN",89946859,0,89946859,76904337,76904337,0,76904337,76904337
2001,1,"WO","WO",0,124407,124407,0,0,139132,139132,3494074
2001,1,"X9","X9",0,349838,349838,0,0,349139,349139,945784
2001,1,NA,"XG",0,148455,148455,0,129276,150666,150666,976683
2001,1,"XJ","XJ",2697999,0,2697999,2252829,2252829,0,2252829,2252829
2001,1,"XP","XP",282927,89511,372438,339356,339356,114574,453930,460392
2001,1,"YX","YX",7296820,47904,7344724,6549704,6549704,48864,6598568,6598568
