"YEAR","MONTH","UNIQUE_CARRIER","CARRIER","SDOM_GALLONS","NDOM_GALLONS","TDOMT_GALLONS","SDOM_COST","TS_COST","NDOM_COST","TDOMT_COST","TOTAL_COST"
2005,1,"TZ","TZ",13548517,1039342,14587859,17694260,18794906,1407573,19101833,26871716
2005,1,"U5","U5",1806316,47099,1853415,2743568,4345789,68140,2811708,6568829
2005,1,"U7","U7",0,604883,604883,0,0,806060,806060,817551
2005,1,"UA","UA",100655079,227696,100882775,137312854,252560439,310623,137623477,252892148
2005,1,"US","US",58869000,35000,58904000,80823000,100831000,47000,80870000,100878000
2005,1,"WN","WN",103178127,0,103178127,93446807,93446807,0,93446807,93446807
2005,1,"WO","WO",0,267709,267709,0,0,409873,409873,9839357
2005,1,"X9","X9",0,1007380,1007380,0,0,1323295,1323295,8604698
2005,1,"XJ","XJ",1846340,0,1846340,1541694,1541694,0,1541694,1541694
2005,1,"XP","XP",231139,121520,352659,450032,450032,245629,695661,695661
2005,1,"YV","YV",15070077,0,15070077,18912658,18912658,0,18912658,18912658
2005,1,"YX","YX",5959729,161919,6121648,8076154,8076154,237159,8313313,8313313
2005,1,"ZW","ZW",8415456,0,8415456,13281367,13281367,0,13281367,13281367
2005,2,"16","16",4195320,0,4195320,6224450,6236463,0,6224450,6236463
2005,2,"3Z","3Z",0,0,221830,0,568158,0,578034,578034
2005,2,"5X","5X",0,27117000,27117000,0,21726000,36865000,36865000,58591000
2005,2,"5Y","5Y",0,2357617,2357617,0,0,3788376,3788376,39428724
2005,2,"8C","8C",0,3602591,3602591,0,0,4924150,4924150,7406607
2005,2,"9E","9E",9890633,63927,9954560,7714694,7900336,49863,7764557,7950726
2005,2,"AA","AA",152434535,468389,152902924,206425753,308000540,620654,207046407,309324585
2005,2,"ABX","ABX",11528820,432419,11961239,17576628,17576628,482064,18058692,18058692
2005,2,"AJQ","AJQ",0,81561,81561,0,0,197065,197065,197065
2005,2,"AQ","AQ",4490893,0,4490893,6312399,6312399,0,6312399,6312399
2005,2,"AS","AS",23023574,24438,24719499,31759371,36477488,35202,34107614,36512690
2005,2,"AX","AX",5047153,0,5047153,7383586,7383586,0,7383586,7383586
2005,2,"B6","B6",20522400,0,20522400,26873494,26873494,0,26873494,26873494
2005,2,"CO","CO",55754000,76000,55830000,75888000,129145000,103000,75991000,129299000
2005,2,"CS","CS",0,0,0,0,6313000,0,0,6420000
2005,2,"DH","DH",6504942,2939,6507881,10297548,10297548,5482,10303030,10303030
2005,2,"DL","DL",125229581,209502,125439083,170813405,222491454,285761,171099166,223394892
2005,2,"ER","ER",0,34296,34296,0,0,64973,64973,801397
2005,2,"EV","EV",14054182,71120,14125302,19591031,19996254,99139,19690170,20095393
2005,2,"EZ","EZ",0,0,0,0,0,0,0,8995757
2005,2,"F9","F9",10855195,8242,10863437,14876393,14876393,12320,14888713,14888713
2005,2,"FCQ","FCQ",0,11647,11647,0,0,19800,19800,141430
2005,2,"FL","FL",18067645,0,18067645,24445074,24536653,0,24445074,24536653
2005,2,"FX","FX",61270366,1710951,62983555,80879000,111620000,2278000,83160000,115626000
2005,2,"G4","G4",1083568,449507,1533075,1651863,1651863,728906,2380769,2830885
2005,2,"GL","GL",0,379683,379683,0,0,625475,625475,1449985
2005,2,"GR","GR",51944,117162,169106,84704,4314087,193317,278021,8438399
2005,2,"HA","HA",6945544,280392,7225936,9267111,10316445,381455,9648566,10697900
2005,2,"HP","HP",31613119,6723,31619842,42825237,44822986,9168,42834405,44832154
2005,2,"JW","JW",183977,85551,269528,268847,4622206,126539,395386,5029739
2005,2,"KAQ","KAQ",0,1766654,1766654,0,643252,2570197,2570197,9350327
2005,2,"KR","KR",0,2535735,2535735,0,0,3917964,3917964,3917964
2005,2,"L2","L2",0,34354,159757,0,169718,26675,239612,778238
2005,2,"M6","M6",0,0,0,0,2812105,0,0,2903827
2005,2,"MG","MG",0,1942914,1942914,0,0,3121291,3121291,5600717
2005,2,"MQ","MQ",19765332,0,19765332,28875405,29059155,0,28875405,29059155
2005,2,NA,NA,285038,14969,300007,438768,853495,22154,460922,4110145
2005,2,"NC","NC",0,5288,425681,0,738127,12479,804150,804150
2005,2,"NK","NK",8160118,0,8160118,11997793,12436122,0,11997793,12436122
2005,2,"NW","NW",78041006,62286,78103292,102448396,176355557,87200,102535596,176964257
2005,2,"OH","OH",17897703,225428,18123131,25583532,25648121,322234,25905766,25970355
2005,2,"OO","OO",15777515,0,15777515,24827744,24827744,0,24827744,24827744
2005,2,"OW","OW",89682,0,89682,145463,2063309,0,145463,2063309
2005,2,"PCQ","PCQ",0,768370,768370,0,0,1230161,1230161,1365807
2005,2,"PO","PO",1164131,1335109,2499240,1920816,13358143,1951910,3872726,20396067
2005,2,"PRQ","PRQ",0,0,0,0,186711,0,0,1111044
2005,2,"QX","QX",3606675,37201,3643876,5440172,5551900,56080,5496252,5607980
2005,2,"RD","RD",0,16380,16380,0,0,25968,25968,739946
2005,2,"XE","RU",18844106,0,18844106,12437110,13767198,0,12437110,13767198
2005,2,"SY","SY",2415960,19314,2435274,3810574,5135008,29795,3840369,5200938
2005,2,"T9","T9",0,1133554,1133554,0,0,1663624,1663624,4010918
2005,2,"TZ","TZ",10477252,897177,11374429,14413648,15204300,1001417,15415065,22860623
2005,2,"U5","U5",1601283,27308,1628591,2449841,4693505,36530,2486371,5896314
2005,2,"U7","U7",0,634111,634111,0,0,845032,845032,867457
2005,2,"UA","UA",90456656,116268,90572924,129126625,234585264,165973,129292598,234764195
2005,2,"US","US",57952000,0,57952000,79162000,98889000,0,79162000,98889000
2005,2,"WN","WN",95192313,0,95192313,83424433,83424433,0,83424433,83424433
2005,2,"WO","WO",0,173174,173174,0,0,269703,269703,9665108
2005,2,"X9","X9",0,800955,800955,0,0,1047917,1047917,6461940
2005,2,"XJ","XJ",1699711,0,1699711,1419259,1419259,0,1419259,1419259
2005,2,"XP","XP",215589,125174,340763,414924,414924,259312,674236,695034
2005,2,"YV","YV",14658994,0,14658994,19277674,19277674,0,19277674,19277674
2005,2,"YX","YX",5748254,146178,5894432,8037149,8037149,209542,8246691,8246691
2005,2,"ZW","ZW",7865539,0,7865539,12894887,12894887,0,12894887,12894887
2005,3,"16","16",5383557,0,5383557,8895850,8895850,0,8895850,8895850
2005,3,"3Z","3Z",0,0,276164,0,709260,0,736829,736829
2005,3,"5X","5X",0,31899000,31899000,0,29266000,52152000,52152000,81418000
2005,3,"5Y","5Y",0,3180949,3180949,0,0,5661906,5661906,52954324
2005,3,"8C","8C",0,4258118,4258118,0,0,6609718,6609718,9817421
2005,3,"9E","9E",11248086,71072,11319158,8773507,8999939,55436,8828943,9055375
2005,3,"9S","9S",0,2461,2461,0,0,5845,5845,5845
2005,3,"AA","AA",170001348,616059,170617407,249597231,376291093,922110,250519341,378069042
2005,3,"ABX","ABX",12777510,799307,13576817,21068714,21068714,995818,22064532,22064532
2005,3,"AJQ","AJQ",0,86358,86358,0,0,1066522,1066522,1066522
2005,3,"AQ","AQ",5045389,0,5045389,8505225,8505225,0,8505225,8505225
2005,3,"AS","AS",26152539,0,28021894,42669106,47964234,0,45690486,48007660
2005,3,"AX","AX",5676721,0,5676721,9373811,9373811,0,9373811,9373811
2005,3,"B6","B6",23883219,0,23883219,34459461,34459461,0,34459461,34459461
2005,3,"CO","CO",68851000,29000,68880000,104920000,173413000,44000,104964000,173731000
2005,3,"CS","CS",0,0,0,0,7298000,0,0,7320000
2005,3,"DH","DH",7889405,10129,7899534,13539050,13539050,24456,13563506,13563506
2005,3,"DL","DL",139199867,250208,139450075,211175548,264800158,379582,211555130,265478690
2005,3,"ER","ER",0,66933,66933,0,0,120490,120490,845908
2005,3,"EV","EV",15858162,23876,15882038,25301626,25813719,38094,25339720,25851813
2005,3,"EZ","EZ",0,0,0,0,0,0,0,10785866
2005,3,"F9","F9",12824754,7502,12832256,20140419,20140419,12650,20153069,20153069
2005,3,"FCQ","FCQ",0,32026,32026,0,0,54444,54444,388888
2005,3,"FE","FE",0,11379,11379,0,0,22568,22568,22568
2005,3,"FL","FL",20608701,0,20608701,32334076,32463742,0,32334076,32463742
2005,3,"FX","FX",70522170,1849689,72371859,100604000,141553000,2620000,103224000,145626000
2005,3,"G4","G4",1275577,829945,2105522,2265078,2265078,1564915,3829993,4218003
2005,3,"GL","GL",0,460138,460138,0,0,842053,842053,2206877
2005,3,"GR","GR",0,93307,93307,0,5372459,171350,171350,10650717
2005,3,"HA","HA",7825287,426003,8251290,11529459,12794500,648577,12178036,13443077
2005,3,"HP","HP",36353418,0,36353418,54236216,56835868,0,54236216,56835868
2005,3,"JW","JW",199000,16000,215000,336000,5274000,28000,364000,5404000
2005,3,"KAQ","KAQ",0,2477024,2477024,0,1003450,3767631,3767631,11309588
2005,3,"KR","KR",0,2946686,2946686,0,0,4957210,4957210,4974488
2005,3,"L2","L2",0,61512,205475,0,215296,59022,332286,988339
2005,3,"M6","M6",0,4369,4369,0,3253124,7515,7515,3322994
2005,3,"MG","MG",0,2078509,2078509,0,0,3785196,3785196,7192285
2005,3,"MQ","MQ",22087590,0,22087590,36143799,36363344,0,36143799,36363344
2005,3,NA,NA,327905,15759,354784,436996,950278,28366,485378,4508414
2005,3,"NC","NC",0,10904,307610,0,645238,24344,669582,669582
2005,3,"NK","NK",9460892,0,9460892,15834624,16461016,0,15834624,16461016
2005,3,"NW","NW",92157167,256163,92413330,137837907,226490318,384245,138222152,227420301
2005,3,"OH","OH",19641515,201607,19843122,30485476,30560421,312913,30798389,30873334
2005,3,"OO","OO",18525450,0,18525450,31642501,31642501,0,31642501,31642501
2005,3,"OW","OW",101337,0,101337,183390,2601279,0,183390,2601279
2005,3,"PCQ","PCQ",0,1161096,1161096,0,0,2100423,2100423,2318897
2005,3,"PO","PO",1622185,1229182,2851367,2984820,9345206,1828087,4812907,16005405
2005,3,"PRQ","PRQ",0,80046,80046,0,196480,123399,123399,1509566
2005,3,"QX","QX",4164831,42952,4207783,7475902,7617000,76939,7552841,7693939
2005,3,"RD","RD",0,15273,15273,0,0,27292,27292,777688
2005,3,"XE","RU",22552986,0,22552986,14884970,16478128,0,14884970,16478128
2005,3,"SY","SY",2972811,49612,3022423,5348129,7081740,94160,5442289,7284223
2005,3,"TCQ","TCQ",0,31000,31000,0,0,53000,53000,62000
2005,3,"TZ","TZ",10925571,1207301,12132872,17567000,18559060,1861914,19428914,27745553
2005,3,"U5","U5",1834537,29455,1863992,3165986,7062502,49012,3214998,7245011
2005,3,"U7","U7",0,661382,661382,0,0,1026929,1026929,1055675
2005,3,"UA","UA",104422735,95250,104517985,154766649,279508109,141170,154907819,279649279
2005,3,"US","US",65226000,0,65226000,99167000,123027000,0,99167000,123027000
2005,3,"WN","WN",108138480,0,108138480,100951918,100951918,0,100951918,100951918
2005,3,"WO","WO",0,79571,79571,0,0,129500,129500,420432
2005,3,"X9","X9",0,930173,930173,0,0,1599654,1599654,8172642
2005,3,"XJ","XJ",1873794,0,1873794,1564618,1564618,0,1564618,1564618
2005,3,"XP","XP",229135,178659,407794,497815,497815,399232,897047,910580
2005,3,"YV","YV",16883092,0,16883092,23754475,23754475,0,23754475,23754475
2005,3,"YX","YX",6691854,155273,6847127,10603523,10603523,247209,10850732,10850732
2005,3,"ZW","ZW",8947397,0,8947397,15903841,15903841,0,15903841,15903841
2005,4,"16","16",5568728,0,5568728,9581414,9590961,0,9581414,9590961
2005,4,"3Z","3Z",0,12138,259143,0,494581,24304,518885,518885
2005,4,"5X","5X",0,30368000,30368000,0,31534000,49062000,49062000,80596000
2005,4,"5Y","5Y",0,3784112,3784112,0,0,6864836,6864836,61565921
2005,4,"8C","8C",0,3635235,3635235,0,0,6009084,6009084,8872357
2005,4,"9E","9E",11379255,14153,11393408,8875819,9095291,11039,8886858,9106330
2005,4,"9S","9S",0,0,0,0,0,0,0,10605
2005,4,"AA","AA",161060902,296276,161357178,254766884,388620769,470311,255237195,389194269
2005,4,"ABX","ABX",11392345,867076,12259421,20606436,20606436,1168324,21774760,21774760
2005,4,"AJQ","AJQ",0,88795,88795,0,0,176475,176475,176475
2005,4,"AQ","AQ",4737426,0,4737426,8608231,8608231,0,8608231,8608231
2005,4,"AS","AS",24885919,0,26657659,43804743,49447242,0,46907607,49493678
2005,4,"AX","AX",5320582,0,5320582,8798610,8798610,0,8798610,8798610
2005,4,"B6","B6",23519639,0,23519639,35984527,36327720,0,35984527,36327720
2005,4,"CO","CO",63322000,106000,63428000,103371000,176460000,173000,103544000,176736000
2005,4,"CS","CS",0,0,0,0,8e+06,0,0,8067000
2005,4,"DH","DH",7795673,7842,7803515,13798914,13798914,18936,13817850,13817850
2005,4,"DL","DL",132212451,377942,132590393,215223449,289177731,615237,215838686,289845476
2005,4,"ER","ER",0,23422,23422,0,0,40511,40511,585250
2005,4,"EV","EV",15314180,5080,15319260,25207898,25702930,8362,25216260,25711292
2005,4,"EZ","EZ",0,0,0,0,0,0,0,15935759
2005,4,"F9","F9",11669646,19800,11689446,18670166,18670166,32271,18702437,18702437
2005,4,"FCQ","FCQ",0,72871,72871,0,0,123880,123880,589906
2005,4,"FE","FE",0,18088,18088,0,0,33649,33649,50770
2005,4,"FL","FL",20285169,0,20285169,33693171,33792346,0,33693171,33792346
2005,4,"FX","FX",64524515,1425806,65950321,103378000,146759000,2289000,105667000,150053000
2005,4,"G4","G4",1244833,588601,1833434,2351055,2351055,1148262,3499317,3813255
2005,4,"GL","GL",0,486965,486965,0,0,965165,965165,1757032
2005,4,"GR","GR",0,95185,95185,0,4965985,175722,175722,13630735
2005,4,"HA","HA",7837316,195829,8033145,13207392,14644778,332811,13540203,14977589
2005,4,"HP","HP",35411029,19384,35430413,59145669,61858886,32140,59177809,61891026
2005,4,"JW","JW",144000,203000,347000,217000,4602000,333000,550000,4967000
2005,4,"KAQ","KAQ",0,2314551,2314551,0,807563,4043975,4043975,13258578
2005,4,"KR","KR",0,2356915,2356915,0,0,4247161,4247161,4352695
2005,4,"L2","L2",0,59887,196085,0,218435,51190,323306,984054
2005,4,"M6","M6",0,0,0,0,3091444,0,0,3129612
2005,4,"MG","MG",0,1808214,1808214,0,0,3375282,3375282,5802839
2005,4,"MQ","MQ",21895211,0,21895211,38085284,38376655,0,38085284,38376655
2005,4,NA,NA,465851,47408,513259,931702,1580887,87704,1019406,5004454
2005,4,"NC","NC",0,18786,395843,0,815220,42535,876939,876939
2005,4,"NK","NK",8749421,0,8749421,15371424,16237304,0,15371424,16237304
2005,4,"NW","NW",85898055,167808,86065863,139677880,238691315,251712,139929592,238943027
2005,4,"OH","OH",18743167,146931,18890098,30337570,30415790,237821,30575391,30653611
2005,4,"OO","OO",17637716,0,17637716,32079635,32079635,0,32079635,32079635
2005,4,"OW","OW",283133,0,283133,542002,2704603,0,542002,2704603
2005,4,"PCQ","PCQ",0,1157304,1157304,0,0,2083147,2083147,2153334
2005,4,"PO","PO",1618788,1229455,2848243,3048625,48833191,1802162,4850787,55700577
2005,4,"PRQ","PRQ",0,51745,51745,0,161212,87339,87339,1836523
2005,4,"QX","QX",3950982,40704,3991686,7616507,7756302,78346,7694853,7834648
2005,4,"RD","RD",0,482,482,914,914,0,914,517396
2005,4,"XE","RU",21801313,0,21801313,14388867,15813717,0,14388867,15813717
2005,4,"SY","SY",2279762,41626,2321388,4194907,4276398,81491,4276398,4357889
2005,4,"T9","T9",0,1078520,1078520,0,0,1898161,1898161,4413778
2005,4,"TCQ","TCQ",0,121000,121000,0,0,218000,218000,259000
2005,4,"TZ","TZ",9166947,979009,10145956,15619323,16475743,1570138,17189461,24139125
2005,4,"U5","U5",1454719,35019,1489738,2626795,5876270,59235,2686030,6035879
2005,4,"U7","U7",0,480352,480352,0,0,749829,749829,759878
2005,4,"UA","UA",96000954,105065,96106019,161477116,293185478,176026,161653142,293361504
2005,4,"US","US",61352000,0,61352000,99807000,127197000,0,99807000,127197000
2005,4,"WN","WN",104026405,0,104026405,102577517,102577517,0,102577517,102577517
2005,4,"WO","WO",0,107642,107642,0,0,172990,172990,9282082
2005,4,"X9","X9",0,1046992,1046992,0,0,1564402,1564402,6252500
2005,4,"XJ","XJ",1841398,0,1841398,1537567,1537567,0,1537567,1537567
2005,4,"XP","XP",216883,192643,409526,477396,477396,446009,923405,991750
2005,4,"YV","YV",16550639,0,16550639,25464642,25464642,0,25464642,25464642
2005,4,"YX","YX",6238566,158920,6397486,10160266,10160266,266331,10426597,10426597
2005,4,"ZW","ZW",8439625,0,8439625,15412760,15412760,0,15412760,15412760
2005,5,"16","16",5612631,0,5612631,9858674,9878537,0,9858674,9878537
2005,5,"3Z","3Z",0,0,285008,0,680775,0,748134,748134
2005,5,"5X","5X",0,28640000,28640000,0,30977000,42815000,42815000,73792000
2005,5,"5Y","5Y",0,3903267,3903267,0,0,6907827,6907827,64376144
2005,5,"8C","8C",0,3617502,3617502,0,0,5455494,5455494,8136791
2005,5,"9E","9E",11848077,55740,11903817,9241500,9470307,43477,9284977,9514259
2005,5,"9S","9S",0,0,0,0,0,0,0,56353
2005,5,"AA","AA",164450366,296753,164747119,251549769,387755047,456597,252006366,388420575
2005,5,"ABX","ABX",11136621,691349,11827970,19352022,19352022,875707,20227729,20227729
2005,5,"AJQ","AJQ",0,81963,81963,0,0,154806,154806,154806
2005,5,"AQ","AQ",4663647,0,4663647,8232058,8232058,0,8232058,8232058
2005,5,"AS","AS",25231983,3527,27162665,40524555,45226558,5396,43684601,45283194
2005,5,"AX","AX",5512599,0,5512599,9735215,9735215,0,9735215,9735215
2005,5,"B6","B6",24512241,0,24512241,35589655,36058834,0,35589655,36058834
2005,5,"CO","CO",64024000,104000,64128000,99959000,174111000,161000,100120000,174468000
2005,5,"CS","CS",0,0,0,0,8915000,0,0,9024000
2005,5,"DH","DH",8393700,4758,8398458,14332041,14332041,11024,14343065,14343065
2005,5,"DL","DL",135473885,240918,135714803,209981499,288052088,373418,210354917,288480298
2005,5,"ER","ER",0,40119,40119,0,0,64330,64330,804951
2005,5,"EV","EV",16611235,0,16611235,25298021,25780438,0,25298021,25780438
2005,5,"EZ","EZ",0,0,0,0,0,0,0,12323263
2005,5,"F9","F9",12700519,4734,12705253,20283626,20283626,8060,20291686,20291686
2005,5,"FCQ","FCQ",0,33441,33441,0,0,60195,60195,286641
2005,5,"FL","FL",21418816,0,21418816,35107973,35199131,0,35107973,35199131
2005,5,"FX","FX",61030963,1416698,62447661,97403000,142616000,2270000,99673000,145770000
2005,5,"G4","G4",1497026,554836,2051862,2651415,2651415,1023589,3675004,3675004
2005,5,"GL","GL",0,259946,259946,0,0,480900,480900,1253109
2005,5,"GR","GR",0,106766,106766,0,4799109,186911,186911,15277443
2005,5,"HA","HA",8360858,113683,8474541,14421165,15966693,193679,14614844,16160372
2005,5,"HP","HP",37208551,0,37208551,61758605,64524949,0,61758605,64524949
2005,5,"JW","JW",286000,9000,295000,470000,5476000,17000,487000,5529000
2005,5,"KAQ","KAQ",0,2129051,2129051,0,1018235,3691191,3691191,12716745
2005,5,"KR","KR",0,2010449,2010449,0,0,3431635,3431635,3458814
2005,5,"L2","L2",0,129400,241883,0,175342,140018,354259,959078
2005,5,"M6","M6",0,0,0,0,3087875,0,0,3179988
2005,5,"MG","MG",0,1395550,1395550,0,0,2477941,2477941,4284645
2005,5,"MQ","MQ",23114380,0,23114380,38303454,38843621,0,38303454,38843621
2005,5,NA,NA,0,57910,57910,0,734911,72387,72387,3890193
2005,5,"NC","NC",0,36371,416904,0,718652,68584,841431,841431
2005,5,"NK","NK",6900209,0,6900209,11736707,12677033,0,11736707,12677033
2005,5,"NW","NW",83580461,32535,83612996,132614179,239381401,48802,132662981,239710771
2005,5,"OH","OH",18884431,113184,18997615,29136081,29320369,174628,29310709,29494997
2005,5,"OO","OO",19085829,0,19085829,35602550,35602550,0,35602550,35602550
2005,5,"OW","OW",284864,0,284864,523637,2612959,0,523637,2612959
2005,5,"PCQ","PCQ",0,867837,867837,0,0,1586406,1586406,1634855
2005,5,"PO","PO",1252136,1064706,2316842,2337738,19998927,1558969,3896707,27145392
2005,5,"PRQ","PRQ",0,62719,62719,0,272922,104958,104958,1789851
2005,5,"QX","QX",4289506,44167,4333673,7742759,7887630,79673,7822432,7967303
2005,5,"RD","RD",0,0,0,0,0,0,0,15106
2005,5,"XE","RU",22683447,0,22683447,14971075,16299605,0,14971075,16299605
2005,5,"SY","SY",2134593,3911,2138504,3729569,4004693,7297,3736866,4011990
2005,5,"T9","T9",0,1240369,1240369,0,0,2054830,2054830,4913395
2005,5,"TCQ","TCQ",0,27000,27000,0,0,44000,44000,44000
2005,5,"TZ","TZ",9215340,1283836,10499176,14601498,15233721,2053774,16655272,23030078
2005,5,"U5","U5",1535052,28552,1563604,2686279,5479278,48245,2734524,5564938
2005,5,"U7","U7",0,414789,414789,0,0,687388,687388,717651
2005,5,"UA","UA",103632333,145623,103777956,168255514,311480944,236040,168491554,311716984
2005,5,"US","US",60612000,0,60612000,95268000,123011000,0,95268000,123011000
2005,5,"WN","WN",108764655,0,108764655,116645714,116645714,0,116645714,116645714
2005,5,"WO","WO",0,50273,50273,0,0,81220,81220,9200685
2005,5,"X9","X9",0,869248,869248,0,0,1535317,1535317,7213586
2005,5,"XJ","XJ",1898111,0,1898111,1584923,1584923,0,1584923,1584923
2005,5,"XP","XP",226280,257791,484071,493373,493373,571176,1064549,1084541
2005,5,"YV","YV",17692970,0,17692970,26344432,26344432,0,26344432,26344432
2005,5,"YX","YX",6716460,66522,6782982,10333889,10333889,107178,10441067,10441067
2005,5,"ZW","ZW",8540287,0,8540287,15865615,15865615,0,15865615,15865615
2005,6,"16","16",5518903,0,5518903,10095584,10108818,0,10095584,10108818
2005,6,"3Z","3Z",0,0,338198,0,847610,0,909489,909489
2005,6,"5X","5X",0,31200000,31200000,0,33072000,52859000,52859000,85931000
2005,6,"5Y","5Y",0,3726896,3726896,0,0,7101983,7101983,58322183
2005,6,"8C","8C",0,3912444,3912444,0,0,6203030,6203030,9365069
2005,6,"9E","9E",12267908,42279,12310187,9568969,9808005,32978,9601947,9841151
2005,6,"AA","AA",169128397,285855,169414252,267800300,406311101,453041,268253341,406807293
2005,6,"ABX","ABX",12099775,985600,13085375,20974830,20974830,1296583,22271413,22271413
2005,6,"AJQ","AJQ",0,91448,91448,0,0,184083,184083,184083
2005,6,"AQ","AQ",4940807,0,4940807,8216226,8216226,0,8216226,8216226
2005,6,"AS","AS",27075324,23382,29173853,44233625,49144366,37317,47733631,49231597
2005,6,"AX","AX",5371656,0,5371656,9428385,9428385,0,9428385,9428385
2005,6,"B6","B6",25540130,0,25540130,38443288,38920407,0,38443288,38920407
2005,6,"CO","CO",65658000,93000,65751000,104717000,183990000,149000,104866000,184139000
2005,6,"CS","CS",0,0,0,0,8088000,0,0,8098000
2005,6,"DH","DH",8454638,3835,8458473,15726254,15726254,8907,15735161,15735161
2005,6,"DL","DL",135022914,229230,135252144,218136771,301818239,370333,218507104,302237788
2005,6,"ER","ER",0,45007,45007,0,0,81874,81874,656282
2005,6,"EV","EV",15875229,0,15875229,26436012,27080078,0,26436012,27080078
2005,6,"EZ","EZ",0,0,0,0,0,0,0,11136789
2005,6,"F9","F9",13079332,13476,13092808,23779343,23779343,30065,23809408,23809408
2005,6,"FCQ","FCQ",0,81510,81510,0,0,146717,146717,698653
2005,6,"FE","FE",0,0,0,0,0,0,0,61922
2005,6,"FL","FL",21829348,0,21829348,32541530,32691786,0,32541530,32691786
2005,6,"FX","FX",65041828,1505086,66546914,99809000,143882000,2299000,102108000,146934000
2005,6,"G4","G4",1774722,417568,2192290,3219823,3219823,812805,4032628,4032628
2005,6,"GL","GL",0,286618,286618,0,0,564637,564637,1314027
2005,6,"GR","GR",0,392124,392124,0,4328797,707502,707502,14198834
2005,6,"HA","HA",8429117,168075,8597192,14006739,15447432,280562,14287301,15727994
2005,6,"HP","HP",36988178,0,36988178,60389035,63009870,0,60389035,63026299
2005,6,"JW","JW",276000,34000,310000,425000,5189000,35000,460000,5238000
2005,6,"KAQ","KAQ",0,2195099,2195099,0,515466,3667845,3667845,11422880
2005,6,"KR","KR",0,2397060,2397060,0,0,4307757,4307757,4322418
2005,6,"L2","L2",0,196004,335907,0,231350,195317,462037,1116594
2005,6,"M6","M6",0,0,0,0,3156090,0,0,3188299
2005,6,"MG","MG",0,1504013,1504013,0,0,2793472,2793472,5979371
2005,6,"MQ","MQ",23186710,0,23186710,40469802,41009766,0,40469802,41009766
2005,6,NA,NA,482465,40532,522997,1013176,1646795,81063,1094239,4643228
2005,6,"NC","NC",0,34556,549429,0,934964,71888,1132094,1132094
2005,6,"NK","NK",6651593,0,6651593,10867829,12555676,0,10867829,12555676
2005,6,"NW","NW",89894426,77797,89972223,148604898,254529345,140035,148744933,254968450
2005,6,"OH","OH",18435269,205835,18641104,31749416,32005767,354492,32103908,32360259
2005,6,"OO","OO",19409061,0,19409061,37956906,37956906,0,37956906,37956906
2005,6,"OW","OW",285172,0,285172,548595,2737499,0,548595,2737499
2005,6,"PCQ","PCQ",0,954963,954963,0,0,2026551,2026551,2258507
2005,6,"PO","PO",1373863,1322677,2696540,2720249,20014454,1975167,4695416,28291032
2005,6,"PRQ","PRQ",0,100475,100475,0,234345,168397,168397,2116004
2005,6,"QX","QX",4278758,43886,4322644,7676394,7789797,78685,7755079,7868482
2005,6,"RD","RD",0,0,0,0,0,0,0,17645
2005,6,"XE","RU",23388909,0,23388909,15436680,17144280,0,15436680,17144280
2005,6,"SY","SY",2375037,0,2375037,4385518,4669569,0,4385518,4669569
2005,6,"T9","T9",0,1250565,1250565,0,0,2204625,2204625,6433783
2005,6,"TCQ","TCQ",0,25000,25000,0,0,39000,39000,48000
2005,6,"TZ","TZ",9808887,999807,10808694,16415981,17313629,1703545,18119526,24863442
2005,6,"U5","U5",1627886,54005,1681891,3118427,6853016,96849,3215276,7079489
2005,6,"U7","U7",0,761842,761842,0,0,1394274,1394274,1444322
2005,6,"UA","UA",106344370,6943,106351313,175622925,310220090,11410,175634335,310231500
2005,6,"US","US",60910000,0,60910000,103654000,136598000,0,103654000,136598000
2005,6,"WN","WN",108972146,0,108972146,109072375,109072375,0,109072375,109072375
2005,6,"WO","WO",0,75011,75011,0,0,134735,134735,9371074
2005,6,"X9","X9",0,827260,827260,0,0,1280601,1280601,11039375
2005,6,"XJ","XJ",1899480,0,1899480,1586066,1586066,0,1586066,1586066
2005,6,"XP","XP",219194,194160,413354,499295,499295,451669,950964,950964
2005,6,"YV","YV",16555861,0,16555861,26038152,26038152,0,26038152,26038152
2005,6,"YX","YX",6920246,89999,7010245,10994133,10994133,157669,11151802,11151802
2005,6,"ZW","ZW",8577377,0,8577377,15533683,15533683,0,15533683,15533683
2005,7,"16","16",5672855,0,5672855,10767645,10779504,0,10767645,10779504
2005,7,"3Z","3Z",0,0,320963,0,826127,0,898180,898180
2005,7,"5X","5X",0,30567000,30594000,0,28423000,50361000,50405000,78828000
2005,7,"5Y","5Y",0,3976850,3976850,0,0,7607368,7607368,62379497
2005,7,"8C","8C",0,3342917,3342917,0,0,6312461,6312461,9434177
2005,7,"9E","9E",12938618,43058,12981676,10092122,10350345,33585,10125707,10384242
2005,7,"9S","9S",0,7660,7660,0,0,10970,10970,42428
2005,7,"AA","AA",177209702,235210,177444912,294359407,453316822,390213,294749620,453814525
2005,7,"ABX","ABX",11213617,1035134,12248751,20788688,20788688,1362075,22150763,22150763
2005,7,"AJQ","AJQ",0,81852,81852,0,0,147979,147979,147979
2005,7,"AQ","AQ",5085204,0,5085204,9046900,9046900,0,9046900,9046900
2005,7,"AS","AS",27979959,20150,30303723,48249453,53554145,34143,52286425,53641218
2005,7,"AX","AX",5407371,0,5407371,10386209,10386209,0,10386209,10386209
